,State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,CustServ Calls
2587,ME,105,510,no,no,0,212.0,113,226.6,128,193.6,114,8.9,7,3
2588,MI,53,510,no,yes,37,167.3,99,194.7,99,236.7,112,12.0,9,2
2589,MT,101,415,no,no,0,154.4,130,217.2,101,185.4,52,13.9,4,1
2590,NE,129,510,no,yes,30,177.3,95,211.8,102,240.2,108,9.3,7,3
2591,ND,122,408,no,no,0,231.2,141,267.8,136,240.3,100,8.8,5,1
2592,VA,163,415,no,no,0,202.9,100,178.6,46,203.8,116,12.8,3,5
2593,VT,93,408,no,no,0,149.6,120,200.7,85,181.2,107,14.3,9,0
2594,OH,115,510,yes,no,0,345.3,81,203.4,106,217.5,107,11.8,8,1
2595,AL,25,408,no,no,0,264.9,80,281.2,66,166.1,80,8.4,4,1
2596,DC,73,408,no,no,0,122.0,92,138.3,114,224.2,128,5.8,5,1
2597,ND,120,415,no,no,0,177.2,88,270.4,99,231.5,90,14.0,2,2
2598,TN,196,415,no,no,0,133.1,80,206.5,120,221.6,96,10.3,8,1
2599,DE,97,510,no,no,0,225.1,90,279.5,127,233.8,103,8.8,4,0
2600,NY,148,408,no,no,0,208.4,120,174.4,99,310.7,105,11.2,4,1
2601,AL,85,408,no,yes,30,173.1,107,247.2,101,158.7,104,11.5,5,1
2602,OK,86,510,yes,no,0,162.4,131,167.0,102,128.9,118,11.4,2,2
2603,MS,78,415,no,yes,13,281.2,93,178.2,101,244.2,129,6.4,5,2
2604,MD,106,415,no,no,0,208.3,89,169.4,67,102.0,90,15.9,4,3
2605,NE,147,415,no,yes,38,243.4,126,273.8,109,282.9,91,14.1,8,2
2606,AR,145,415,no,no,0,224.2,89,314.9,121,182.9,121,16.1,3,1
2607,IL,91,415,no,no,0,189.3,100,239.3,107,89.7,89,9.9,3,3
2608,IN,81,408,no,yes,46,168.3,124,270.9,103,222.5,98,6.7,2,4
2609,UT,116,415,no,yes,24,232.9,90,152.1,94,344.3,82,10.7,6,1
2610,LA,69,415,no,yes,37,155.0,98,142.4,105,143.7,117,5.9,4,1
2611,ID,135,510,no,no,0,154.4,130,203.8,90,158.7,59,11.8,3,0
2612,KY,73,510,no,no,0,234.7,102,195.7,110,253.4,71,8.4,8,2
2613,MI,48,415,no,no,0,240.0,88,141.0,117,128.9,137,7.1,9,1
2614,NH,125,415,yes,no,0,298.4,78,270.5,142,107.3,84,12.2,2,0
2615,WV,100,415,no,no,0,166.0,102,236.1,97,134.3,93,10.9,4,1
2616,OR,165,415,no,yes,33,111.6,140,213.3,111,267.6,115,16.0,3,0
2617,SD,64,415,no,no,0,174.5,98,180.2,103,179.0,89,10.7,2,2
2618,MD,116,510,yes,yes,27,175.5,137,210.6,60,294.8,121,6.9,5,1
2619,ND,147,408,yes,yes,35,157.5,109,189.6,67,227.0,76,11.1,2,3
2620,TN,115,415,no,no,0,206.2,113,176.4,102,297.1,119,11.0,7,1
2621,MO,84,415,no,yes,35,207.5,138,201.0,116,164.5,107,7.5,16,4
2622,IL,86,510,no,yes,16,144.8,105,206.2,111,255.4,117,11.6,2,4
2623,UT,134,415,no,no,0,258.8,85,129.5,114,193.6,106,10.9,7,2
2624,MI,105,415,no,no,0,226.9,106,182.2,77,203.9,107,11.6,2,0
2625,AR,88,408,no,no,0,152.9,119,171.2,107,257.0,106,12.0,5,2
2626,TX,90,408,no,yes,27,156.7,51,236.5,118,123.2,111,12.6,6,2
2627,AK,86,408,no,no,0,150.8,85,295.9,88,247.2,104,12.5,1,1
2628,TN,37,415,no,no,0,221.0,126,204.5,110,118.0,98,6.8,3,4
2629,NH,141,415,no,yes,32,322.4,92,283.2,107,209.5,111,6.7,3,1
2630,NM,148,408,no,no,0,153.6,148,262.1,87,225.5,99,9.8,3,2
2631,MN,163,408,no,yes,22,215.1,91,138.9,102,146.2,109,12.4,2,2
2632,IA,89,415,no,yes,35,174.4,108,196.7,100,127.4,74,11.8,3,1
2633,RI,63,415,no,no,0,180.5,126,230.0,98,232.5,73,10.6,3,0
2634,AL,102,415,no,no,0,123.1,106,182.0,102,244.6,75,12.6,7,2
2635,NC,76,510,no,no,0,165.7,94,257.4,80,170.8,114,10.0,4,1
2636,SD,104,408,no,no,0,200.2,92,118.7,87,236.6,65,6.0,6,2
2637,MT,109,510,no,no,0,154.8,82,287.7,109,208.4,80,5.9,9,3
2638,HI,105,510,no,no,0,125.4,116,261.5,95,241.6,104,11.4,9,2
2639,MT,63,415,no,yes,33,184.2,111,312.6,89,264.0,55,12.2,4,1
2640,KY,105,415,no,yes,24,274.7,99,193.5,118,299.6,109,10.8,3,3
2641,DC,68,415,yes,yes,39,142.0,140,241.6,89,302.0,72,11.3,5,1
2642,CO,63,408,yes,yes,21,151.5,99,147.8,89,210.4,114,10.0,4,1
2643,MI,74,415,no,no,0,124.8,114,133.0,121,160.3,85,10.6,7,3
2644,AL,76,415,no,no,0,179.2,85,222.9,66,188.2,113,12.4,2,0
2645,KS,91,408,yes,no,0,246.4,110,182.0,98,157.6,106,12.1,2,2
2646,NC,101,415,no,no,0,232.7,114,186.4,123,153.3,122,11.5,6,5
2647,SC,116,408,no,no,0,288.0,120,255.8,90,233.4,99,13.4,4,0
2648,CO,131,415,no,yes,23,170.8,145,236.7,93,294.5,100,12.7,1,1
2649,MN,84,415,no,no,0,216.1,114,197.5,107,217.8,104,9.8,3,1
2650,WY,104,415,no,no,0,138.7,100,215.4,58,164.3,98,4.9,4,2
2651,FL,108,510,no,no,0,210.7,112,238.7,73,253.6,90,9.2,5,3
2652,NY,111,415,no,no,0,181.8,117,158.1,91,266.2,123,9.7,9,0
2653,OK,155,408,no,yes,30,61.6,103,255.1,110,225.9,96,12.4,5,1
2654,ME,66,510,no,no,0,207.7,85,196.7,112,261.7,83,6.8,3,1
2655,NE,64,510,no,no,0,219.2,73,167.0,65,161.4,119,10.0,5,1
2656,OH,69,415,no,no,0,227.0,122,258.7,111,169.7,87,8.9,1,2
2657,CT,116,415,no,no,0,245.9,73,240.1,87,158.7,89,8.9,5,3
2658,DC,101,415,no,no,0,257.3,84,184.8,115,108.9,109,13.5,7,0
2659,OK,15,415,no,no,0,121.1,130,216.0,86,235.1,33,16.1,5,2
2660,NJ,88,415,no,no,0,301.5,136,257.7,72,132.9,118,13.4,2,4
2661,IA,197,415,no,no,0,233.9,96,218.9,111,182.9,109,9.5,3,0
2662,VA,50,415,yes,no,0,99.6,108,308.7,102,161.2,62,13.7,6,2
2663,VA,172,510,no,no,0,169.8,123,183.1,94,395.0,72,12.7,7,2
2664,NM,188,415,yes,yes,26,198.8,115,166.6,67,198.5,118,14.4,3,1
2665,FL,85,408,yes,no,0,116.2,86,229.7,127,204.2,109,10.1,3,3
2666,RI,103,510,yes,no,0,255.9,128,140.9,92,308.9,130,12.1,2,1
2667,NJ,136,408,no,yes,27,187.7,84,221.0,147,145.7,110,10.0,4,3
2668,NE,155,408,no,yes,21,195.9,91,213.9,84,88.2,111,8.6,4,0
2669,WV,145,415,no,no,0,129.4,97,185.4,101,204.7,106,1.1,2,2
2670,WY,116,510,no,yes,12,221.0,108,151.0,118,179.0,80,9.0,6,2
2671,SC,152,408,no,no,0,140.5,92,186.8,96,227.0,89,9.5,5,2
2672,MS,65,415,yes,no,0,277.9,123,155.8,112,256.9,71,9.2,10,0
2673,ND,180,415,no,no,0,224.9,105,250.0,101,216.1,73,6.7,5,3
2674,IL,67,415,no,no,0,109.1,117,217.4,124,188.4,141,12.8,6,0
2675,OR,60,415,no,no,0,207.8,109,123.5,112,291.6,115,5.7,9,0
2676,UT,138,510,no,no,0,205.9,96,257.1,94,209.0,63,12.1,8,0
2677,IA,44,415,no,no,0,308.6,139,150.8,94,198.7,66,7.3,3,4
2678,ME,25,510,no,no,0,242.6,69,209.0,117,219.7,82,14.4,6,2
2679,WY,145,408,no,no,0,229.6,82,138.1,103,250.8,109,3.3,3,1
2680,WI,122,510,no,yes,28,166.0,62,233.9,88,170.1,84,7.7,3,2
2681,SC,121,415,no,no,0,144.8,126,200.6,82,208.8,81,13.3,9,0
2682,DC,55,510,yes,no,0,106.1,77,123.5,100,96.4,92,12.9,3,0
2683,CT,77,415,no,no,0,221.8,84,166.0,125,210.2,72,13.2,4,1
2684,OR,12,415,no,no,0,204.6,98,212.5,90,182.1,95,9.8,7,2
2685,OR,64,510,no,no,0,213.5,93,166.6,114,122.0,78,14.1,3,3
2686,NV,92,415,no,yes,44,152.0,95,274.9,73,162.4,121,10.0,1,2
2687,MN,125,415,yes,yes,29,260.8,81,163.7,112,271.7,117,17.0,6,1
2688,OK,160,408,no,no,0,166.4,117,317.0,129,160.4,121,10.0,2,1
2689,KS,79,415,no,no,0,177.9,83,167.3,84,223.7,142,15.2,8,0
2690,RI,36,415,no,no,0,235.1,97,196.8,104,259.7,110,7.0,7,3
2691,DC,102,415,no,no,0,186.8,92,173.7,123,250.9,131,9.7,4,2
2692,IL,138,408,yes,no,0,268.4,81,174.4,115,193.5,96,11.6,4,1
2693,UT,164,510,no,no,0,192.1,95,249.8,94,132.6,100,7.3,3,3
2694,MN,125,415,no,no,0,240.7,82,269.4,85,187.1,74,10.1,3,0
2695,WI,72,408,no,no,0,179.9,113,149.8,112,168.2,79,9.8,7,2
2696,MI,74,415,no,no,0,314.1,86,222.4,99,259.0,121,12.3,5,3
2697,MI,134,415,no,yes,41,162.0,82,324.7,77,160.1,112,11.9,5,0
2698,MA,145,415,no,no,0,175.8,89,274.3,119,226.6,69,12.4,4,1
2699,AL,136,510,no,no,0,109.4,91,207.5,111,135.0,107,11.6,5,0
2700,SC,209,510,no,no,0,255.1,124,230.6,110,218.0,69,8.5,5,3
2701,WI,66,415,yes,no,0,208.7,84,173.3,88,264.7,107,8.3,3,3
2702,VT,152,510,no,yes,20,214.6,108,96.6,82,170.7,145,7.9,5,1
2703,CT,162,408,no,no,0,49.2,121,143.9,136,203.0,97,12.1,13,1
2704,OR,72,510,no,no,0,141.3,133,134.9,96,227.5,97,11.2,3,2
2705,HI,101,415,no,no,0,253.2,89,237.9,114,154.3,85,9.7,7,4
2706,WV,125,415,no,no,0,206.0,128,198.1,71,135.9,116,13.2,3,0
2707,RI,46,408,no,no,0,40.4,105,172.4,83,145.1,89,9.0,2,2
2708,MI,132,408,no,no,0,291.2,104,234.2,132,191.7,87,8.9,3,1
2709,ME,193,415,no,yes,31,71.2,58,124.7,105,155.5,108,11.7,3,0
2710,WV,63,510,no,no,0,261.8,69,245.0,135,202.1,94,14.7,4,0
2711,NE,124,510,no,no,0,191.3,134,261.5,113,182.3,111,10.0,3,1
2712,DC,144,415,no,no,0,133.3,101,255.5,127,228.6,68,11.6,2,0
2713,NH,116,408,no,yes,24,183.6,138,203.8,90,166.9,89,6.0,3,2
2714,MD,189,415,no,yes,30,155.2,116,195.5,50,170.1,108,15.4,6,1
2715,NH,97,408,no,yes,28,283.1,93,185.4,98,312.8,78,6.1,8,1
2716,WV,137,510,no,yes,50,186.5,94,178.0,106,215.6,100,12.1,4,2
2717,IL,142,415,no,yes,38,163.3,104,136.0,114,249.1,127,4.3,6,0
2718,OK,84,510,no,no,0,203.4,125,182.9,88,213.7,121,13.8,2,1
2719,NH,119,415,no,yes,19,178.1,110,212.8,100,226.3,123,10.0,6,1
2720,MI,158,415,no,no,0,195.9,103,89.1,95,302.2,82,10.3,3,1
2721,ND,50,415,no,no,0,295.3,127,127.4,100,166.8,105,9.6,6,1
2722,LA,98,408,no,no,0,136.1,82,156.3,118,158.8,83,10.1,5,2
2723,HI,101,415,no,yes,24,114.1,95,161.5,86,176.3,90,13.0,9,2
2724,NJ,182,415,no,no,0,279.1,124,180.5,108,217.5,104,9.5,11,2
2725,WV,51,408,no,no,0,169.3,111,139.5,69,197.0,87,12.0,3,0
2726,NC,117,510,no,no,0,214.4,94,138.0,149,148.7,102,9.9,1,2
2727,PA,92,415,yes,no,0,255.8,125,142.7,111,181.2,101,11.7,3,0
2728,MI,86,408,no,no,0,148.2,71,285.1,91,166.4,155,6.2,3,2
2729,WY,122,415,no,no,0,119.3,93,223.9,103,211.9,122,8.7,4,2
2730,NJ,156,408,no,yes,27,192.3,137,199.9,115,244.2,112,14.8,8,1
2731,NJ,127,510,no,no,0,245.2,91,217.2,92,243.1,128,13.9,6,0
2732,NC,130,408,yes,no,0,216.2,106,363.7,86,126.7,123,16.9,2,5
2733,NM,158,408,no,no,0,172.4,114,256.6,69,235.3,104,0.0,0,2
2734,MS,145,510,yes,yes,30,175.3,107,153.3,116,233.6,85,11.1,3,1
2735,TX,90,415,yes,yes,26,169.0,104,188.8,104,213.3,76,13.3,3,0
2736,OK,127,510,no,yes,27,2.6,113,254.0,102,242.7,156,9.2,5,3
2737,ID,109,415,no,no,0,184.1,143,211.7,105,243.0,116,9.9,2,1
2738,AL,88,415,no,no,0,181.9,90,151.5,87,143.0,100,7.5,3,1
2739,WY,101,510,no,yes,9,160.1,116,210.0,121,139.1,65,10.8,9,0
2740,HI,171,510,no,no,0,189.8,122,173.7,85,257.1,84,10.3,1,0
2741,VA,21,415,no,no,0,223.2,142,216.5,114,214.7,111,12.4,2,1
2742,WV,145,408,no,yes,31,216.0,94,225.1,123,234.7,109,10.7,1,2
2743,DE,90,415,no,no,0,198.5,124,266.6,100,243.3,80,8.0,7,2
2744,CA,33,408,no,no,0,159.5,115,195.4,118,102.4,86,7.1,7,1
2745,PA,61,408,no,yes,40,105.0,78,180.6,100,174.1,115,10.2,2,2
2746,CO,107,415,no,no,0,204.5,108,162.4,110,155.0,102,13.4,1,3
2747,MD,147,408,no,no,0,274.0,92,231.8,82,283.6,83,6.2,1,0
2748,AL,117,510,no,no,0,158.7,84,181.7,91,177.3,67,7.7,10,2
2749,AL,95,415,no,no,0,229.9,116,202.4,110,171.4,105,14.2,6,1
2750,KS,186,510,no,no,0,137.8,97,187.7,118,146.4,85,8.7,6,1
2751,MI,128,415,no,no,0,179.4,94,270.4,92,191.0,88,7.9,4,0
2752,AK,55,408,no,yes,39,139.3,101,178.3,117,246.5,104,8.1,1,3
2753,OH,134,415,no,no,0,7.8,86,171.4,100,186.5,80,12.9,2,2
2754,IN,96,415,no,yes,23,183.1,88,147.4,89,350.2,108,11.3,7,1
2755,SC,107,415,no,no,0,206.9,79,262.4,117,149.3,69,10.7,3,0
2756,KS,123,415,no,no,0,140.0,106,153.7,101,50.1,87,12.5,1,2
2757,OK,35,415,no,no,0,179.2,59,283.3,101,285.4,83,5.8,7,2
2758,WI,74,408,no,no,0,177.4,136,240.3,104,237.3,133,12.0,3,0
2759,IN,130,408,no,no,0,115.6,129,167.8,104,141.8,124,12.6,9,1
2760,IL,137,408,yes,no,0,237.3,103,176.7,84,263.4,81,14.2,4,0
2761,TN,88,415,no,no,0,181.5,116,187.0,119,220.3,96,10.5,7,1
2762,DC,80,408,no,no,0,51.5,90,164.0,98,169.4,80,9.5,4,3
2763,NC,116,408,no,yes,19,155.7,104,185.4,118,192.7,116,8.2,2,3
2764,RI,123,510,no,yes,23,245.0,88,265.0,105,239.7,108,14.9,3,2
2765,MS,120,415,no,no,0,131.7,99,163.1,109,201.1,116,10.7,3,1
2766,VA,146,415,yes,no,0,111.1,126,313.4,95,215.7,82,10.5,6,1
2767,KY,106,510,no,yes,9,88.5,100,324.8,109,79.9,86,8.2,4,3
2768,NV,121,408,no,yes,44,116.0,85,150.1,120,246.8,98,12.0,2,1
2769,WI,137,510,no,no,0,155.5,81,133.1,94,253.1,77,9.1,2,1
2770,NH,84,408,no,yes,30,106.5,65,225.7,108,188.6,61,5.7,3,2
2771,NE,67,510,no,yes,31,175.2,68,199.2,73,219.8,99,13.2,6,1
2772,WI,161,408,no,no,0,154.7,84,177.8,125,172.9,90,5.9,2,4
2773,NJ,134,510,no,yes,34,247.2,105,225.5,133,186.3,76,6.1,5,2
2774,ME,62,415,yes,yes,32,218.4,93,236.7,132,192.2,137,13.2,3,0
2775,WY,120,415,no,yes,24,227.5,81,234.9,71,166.4,128,9.0,13,1
2776,IN,130,408,no,yes,30,185.0,117,249.5,141,157.8,103,7.4,7,0
2777,WI,20,408,no,no,0,186.8,89,253.4,51,273.1,105,12.3,6,2
2778,VT,68,415,no,no,0,158.8,119,211.8,105,198.1,101,10.3,3,1
2779,CA,112,415,no,no,0,208.7,150,212.8,104,178.1,98,8.5,4,0
2780,IN,77,408,no,no,0,185.9,95,212.0,98,282.3,81,11.3,4,3
2781,SC,109,415,no,no,0,222.5,74,169.7,75,264.3,94,9.0,3,2
2782,IN,108,415,no,no,0,201.1,101,170.7,86,237.4,113,11.6,3,3
2783,IA,79,415,no,yes,17,167.9,114,243.7,93,211.9,114,9.1,2,1
2784,MD,119,408,no,no,0,239.1,88,243.5,79,230.9,92,10.9,3,3
2785,MN,38,510,no,no,0,175.7,109,211.8,97,137.9,109,9.2,3,5
2786,AR,109,415,no,yes,29,111.2,90,263.5,98,224.7,128,9.0,6,6
2787,MS,78,415,no,no,0,87.7,74,214.8,58,201.3,147,10.8,6,1
2788,MN,134,415,no,no,0,244.1,99,246.9,111,200.0,133,7.2,2,0
2789,WA,47,415,no,yes,27,165.0,89,127.3,118,284.4,95,7.7,4,2
2790,MS,59,408,no,yes,27,127.4,110,103.3,99,164.2,73,9.1,3,0
2791,ID,151,415,no,no,0,194.8,106,292.7,103,224.6,82,5.5,3,0
2792,NC,129,415,no,no,0,54.7,131,256.1,105,176.6,135,11.1,4,1
2793,VA,107,510,no,yes,27,283.4,104,224.1,152,241.3,63,14.4,7,2
2794,MT,137,408,yes,no,0,258.0,112,246.5,117,173.2,100,10.9,3,0
2795,MI,76,510,no,no,0,90.5,142,211.7,75,194.9,76,9.3,2,1
2796,HI,24,415,no,no,0,235.6,132,115.9,129,185.4,136,16.2,2,0
2797,NC,169,408,no,no,0,142.5,82,231.4,110,131.2,67,10.0,4,2
2798,MN,30,408,no,no,0,54.0,68,179.3,96,247.2,101,10.2,8,1
2799,WV,70,415,no,no,0,214.8,87,131.0,114,216.9,104,9.4,3,3
2800,SD,52,510,yes,no,0,251.4,118,196.6,80,192.0,53,11.0,2,0
2801,HI,3,408,no,no,0,139.0,99,250.7,108,286.2,87,6.1,3,4
2802,MS,38,415,no,no,0,117.3,114,208.7,105,203.4,98,14.4,2,2
2803,NY,104,415,no,no,0,264.0,108,132.2,75,177.7,91,10.6,8,3
2804,LA,27,408,no,no,0,82.6,105,204.0,99,224.2,122,9.1,4,1
2805,KS,166,415,yes,yes,28,175.8,126,253.6,76,128.5,72,11.4,5,1
2806,MA,13,408,no,no,0,220.4,100,211.2,79,259.3,112,13.6,8,2
2807,AK,52,408,no,no,0,217.0,104,152.3,83,134.3,109,11.8,4,2
2808,SD,114,415,no,yes,25,129.0,77,290.0,110,177.1,110,11.6,5,1
2809,CO,156,408,no,no,0,150.5,106,152.9,112,215.9,86,3.5,3,1
2810,NH,90,415,no,yes,42,193.3,66,263.3,85,214.4,97,11.1,4,0
2811,WV,62,415,no,no,0,189.5,122,103.8,95,180.6,106,10.8,5,2
2812,AZ,82,415,no,yes,33,137.8,95,235.5,128,268.1,70,11.0,6,2
2813,ME,52,510,no,no,0,129.3,80,142.7,101,258.3,89,12.3,4,3
2814,NH,146,510,no,no,0,115.6,77,213.6,100,218.4,72,10.7,6,1
2815,RI,120,415,no,yes,23,221.9,114,254.7,84,250.5,117,7.2,5,2
2816,ID,130,415,no,no,0,263.7,113,186.5,103,195.3,99,18.3,6,1
2817,WI,90,408,no,no,0,61.3,91,194.4,94,143.1,80,11.4,9,1
2818,NM,147,408,yes,no,0,183.8,113,164.7,110,111.0,87,10.1,4,1
2819,WY,159,415,no,no,0,167.4,68,143.8,74,140.1,111,10.3,3,0
2820,IL,74,510,no,yes,27,154.1,122,195.3,150,276.7,86,13.2,2,4
2821,TX,130,408,no,no,0,252.0,101,170.2,105,209.2,64,5.7,5,0
2822,RI,155,408,yes,no,0,163.1,94,291.7,108,96.4,111,11.2,3,0
2823,MI,87,415,no,no,0,198.3,80,187.0,89,133.5,96,16.6,4,2
2824,OR,81,415,no,no,0,324.7,48,236.4,82,187.6,78,13.1,5,0
2825,VA,99,510,no,no,0,128.3,78,215.3,120,143.7,140,14.3,9,2
2826,SD,131,510,no,no,0,187.9,110,200.5,101,202.6,125,10.2,11,2
2827,AL,89,510,no,no,0,129.2,71,214.1,68,214.9,100,10.3,4,5
2828,MS,123,415,yes,no,0,125.5,106,128.9,96,251.9,129,6.3,6,4
2829,MS,130,510,no,yes,26,257.2,108,224.3,122,204.0,118,12.6,4,1
2830,HI,99,415,no,no,0,124.6,90,146.4,70,169.4,95,10.5,6,1
2831,WV,36,408,no,no,0,175.1,144,216.9,69,243.7,146,9.9,3,1
2832,WV,87,415,no,no,0,124.3,91,173.4,105,256.3,109,7.5,5,3
2833,WV,139,415,no,no,0,271.6,130,156.0,131,136.3,108,11.6,9,2
2834,IN,189,510,no,no,0,219.9,80,143.3,117,130.6,69,11.7,7,1
2835,NM,96,415,no,yes,33,183.3,115,201.4,87,177.4,84,10.4,15,3
2836,DE,112,408,no,no,0,101.1,119,214.4,67,179.5,112,10.3,5,2
2837,NC,75,408,no,no,0,203.3,70,228.9,97,222.2,118,14.3,3,1
2838,NM,178,415,no,yes,35,175.4,88,190.0,65,138.7,94,10.5,3,2
2839,SC,112,415,no,no,0,266.0,97,214.6,94,306.2,100,14.2,2,2
2840,NJ,108,415,no,yes,41,171.6,110,136.1,78,183.4,103,10.8,7,0
2841,AZ,100,510,no,no,0,78.7,98,225.6,102,150.4,106,14.0,8,0
2842,RI,121,510,no,yes,20,211.9,110,215.1,120,238.5,107,9.4,2,0
2843,SD,116,415,no,no,0,63.7,101,195.8,95,210.1,87,10.0,6,1
2844,NH,161,415,no,no,0,173.4,100,213.7,74,141.5,69,11.5,4,1
2845,AL,19,415,yes,no,0,237.7,98,207.1,121,182.2,95,4.5,4,0
2846,WV,104,415,no,no,0,225.9,123,162.8,106,272.1,85,10.1,4,1
2847,ID,119,415,yes,yes,32,173.0,101,209.4,93,231.1,91,12.2,4,0
2848,MD,125,415,no,no,0,224.9,102,143.8,87,198.9,105,8.0,2,0
2849,IN,156,510,no,no,0,237.7,122,181.5,91,185.7,151,7.7,4,1
2850,WY,109,415,no,no,0,137.0,128,217.0,116,182.1,86,10.0,5,2
2851,NH,95,510,no,no,0,142.5,109,176.1,107,189.6,88,8.2,3,2
2852,MN,90,408,no,no,0,142.4,126,126.2,118,274.2,71,4.6,4,1
2853,MA,105,415,no,yes,21,147.0,112,197.3,43,267.4,93,8.7,3,2
2854,NH,101,510,no,no,0,220.3,124,188.6,101,278.4,98,10.6,4,1
2855,MN,95,415,no,no,0,149.2,96,260.7,116,201.0,120,8.1,2,1
2856,IA,123,415,no,no,0,204.4,88,137.5,111,226.0,100,10.0,4,0
2857,NY,160,408,no,no,0,216.8,77,207.3,117,228.6,117,5.6,2,1
2858,AL,141,510,no,yes,28,308.0,123,247.8,128,152.9,103,7.4,3,1
2859,WV,87,415,no,no,0,58.0,125,67.5,116,185.9,136,11.5,3,0
2860,NM,81,415,no,no,0,173.2,80,236.2,94,240.2,84,11.8,6,2
2861,CA,75,415,no,yes,19,210.3,90,241.8,87,215.7,102,13.1,3,4
2862,MA,126,408,no,yes,24,58.9,125,305.5,90,158.9,73,12.1,6,0
2863,ME,28,415,no,no,0,236.8,102,167.1,87,280.2,115,9.7,3,3
2864,FL,153,415,no,no,0,228.9,102,160.7,136,203.1,109,12.5,2,0
2865,NH,97,408,no,yes,32,90.0,87,276.3,113,185.2,107,8.6,6,2
2866,IN,115,408,no,no,0,146.7,128,106.2,74,197.7,104,11.1,4,2
2867,WI,95,408,no,no,0,237.3,83,154.0,65,237.0,105,11.2,6,1
2868,MA,17,415,yes,no,0,162.8,118,229.6,91,332.7,94,13.6,3,0
2869,NH,105,415,no,yes,20,186.9,114,256.3,91,334.7,104,8.9,2,1
2870,TX,121,415,no,no,0,86.1,100,259.8,113,148.0,79,9.1,9,2
2871,NC,125,408,no,no,0,212.3,89,215.4,127,186.8,73,11.3,2,2
2872,CT,124,415,no,no,0,151.0,98,120.6,119,152.8,81,9.2,2,2
2873,NJ,35,408,no,no,0,158.6,67,130.4,96,229.8,80,6.9,5,2
2874,WY,134,510,no,no,0,296.0,93,226.4,117,246.8,98,12.3,10,0
2875,LA,123,510,no,yes,32,212.3,77,251.5,78,208.7,85,6.6,2,3
2876,NV,124,415,no,no,0,234.4,61,179.3,111,285.5,117,10.4,6,3
2877,WV,133,510,no,no,0,176.8,92,187.5,97,196.8,88,6.5,3,2
2878,AR,185,415,no,yes,19,157.3,123,257.7,94,190.4,107,9.6,6,0
2879,SC,1,415,no,yes,26,146.6,68,172.8,67,173.8,113,10.0,2,1
2880,KS,107,415,no,no,0,260.5,108,102.4,110,129.7,148,9.8,5,1
2881,NY,91,415,no,yes,20,146.1,98,277.4,104,137.7,100,6.2,3,1
2882,MI,178,408,yes,no,0,124.5,134,141.2,78,268.2,113,11.4,2,2
2883,MA,123,415,no,no,0,209.4,49,237.4,117,239.2,98,9.8,11,1
2884,UT,170,415,no,no,0,285.7,44,167.5,144,260.0,97,8.7,4,1
2885,HI,135,415,no,no,0,190.9,44,161.4,109,231.9,100,8.4,2,1
2886,PA,85,408,no,no,0,144.4,88,264.6,105,185.4,94,9.9,3,1
2887,OR,134,415,no,yes,50,208.8,130,132.9,104,136.7,107,11.1,4,2
2888,TN,148,415,no,yes,36,77.6,141,207.0,60,255.7,115,10.9,2,1
2889,CT,93,415,no,no,0,271.1,101,237.4,133,145.4,103,8.4,6,1
2890,AZ,138,415,no,no,0,240.8,104,144.5,92,125.7,98,11.6,1,0
2891,OR,159,510,no,no,0,114.8,98,192.6,101,259.0,108,12.2,5,0
2892,DE,103,415,no,yes,34,138.8,80,142.0,108,183.8,77,11.8,7,1
2893,MA,150,408,no,yes,27,209.8,112,155.0,80,251.5,111,7.2,6,0
2894,CT,37,408,no,no,0,134.9,98,248.4,130,236.2,113,14.7,2,3
2895,AR,33,415,yes,no,0,164.0,99,153.1,102,123.8,104,6.4,4,0
2896,SD,55,415,no,no,0,245.5,130,192.7,54,141.7,83,9.1,4,1
2897,CT,134,408,no,yes,32,80.3,94,199.9,124,170.8,117,16.6,3,0
2898,CT,107,408,no,no,0,90.7,90,207.5,109,169.4,96,5.6,5,2
2899,MA,80,408,no,yes,36,190.3,115,256.6,78,214.9,145,3.8,4,1
2900,MS,78,408,no,no,0,108.6,108,209.9,126,222.6,117,7.9,5,1
2901,MT,85,408,no,yes,17,89.8,88,233.2,75,165.7,116,9.3,7,4
2902,AK,61,415,no,yes,15,252.4,106,187.8,69,259.6,137,10.0,3,2
2903,DE,97,415,no,yes,32,183.4,94,269.1,120,203.5,38,6.7,4,5
2904,OH,136,408,yes,no,0,183.4,103,141.9,113,200.4,122,10.4,9,2
2905,MN,135,408,no,no,0,155.2,100,135.9,84,184.6,82,3.8,9,3
2906,CA,87,415,no,yes,19,165.8,122,186.9,89,249.7,78,0.0,0,1
2907,OH,165,510,no,no,0,209.4,67,273.8,89,150.2,88,12.8,1,0
2908,NV,148,415,no,no,0,279.3,104,201.6,87,280.8,99,7.9,2,2
2909,SC,99,415,no,no,0,174.1,102,99.1,118,211.6,126,7.7,2,2
2910,WV,123,415,no,no,0,175.7,78,184.6,96,156.9,92,9.1,2,2
2911,NM,127,415,yes,no,0,256.5,87,222.1,101,156.7,122,13.0,3,1
2912,WY,151,415,no,no,0,170.2,89,187.5,83,119.5,100,4.3,3,0
2913,CA,185,408,no,no,0,139.6,92,250.2,115,158.1,79,10.8,4,1
